company_name,date_of_registration,month_name,state,roc,category,class,company_type,activity_code,activity_description
RUDRA PRIYAM INFRASTRUCTURE PRIVATE LIMITED ,19/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,45203,Construction
MELANGE CREATIONS PRIVATE LIMITED  ,27/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,92490,"Community, personal & Social Services"
NILKANTHESHWAR FARMER PRODUCER COMPANY LIMITED ,05/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
NASHAT ENTERPRISING SOLUTIONS PRIVATE LIMITED ,08/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
SRIRAMINENI HEALTH CARE PRIVATE LIMITED  ,27/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
NECRON CONSTRUCTION INDIA PRIVATE LIMITED ,27/04/21,Apr-21,Assam,RoC-Shillong,Company limited by Shares,Private,Non-govt company,45402,Construction
TEN HADDOWS PRIVATE LIMITED  ,12/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,55209,Trading
SINTHA BLOOSM FOUNDATION  ,12/04/21,Apr-21,Manipur,RoC-Shillong,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
SHAHIDA DEVELOPERS PRIVATE LIMITED  ,12/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,45309,Construction
EARTHENARA PROJECTS PRIVATE LIMITED  ,12/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,36999,Manufacturing (Others)
BIZHOME INDIA PRIVATE LIMITED  ,12/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,29308,Manufacturing (Machinery & Equipments)
LUCKYCOUCH PRIVATE LIMITED  ,15/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,36109,Manufacturing (Others)
YARN BY YARD TEXTILE PRIVATE LIMITED  ,30/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,52322,Trading
HEALTH QUEST IMAGING AND DIAGNOSTICS PRIVATE LIMITED ,30/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,24239,"Manufacturing (Metals & Chemicals, and products thereof)"
SMARTOKIDS COMMERCE PRIVATE LIMITED  ,19/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,36999,Manufacturing (Others)
ADSPOLITAN SERVICES PRIVATE LIMITED  ,22/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
QUINTRANS HYPERLOOP PRIVATE LIMITED  ,19/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,73100,"Community, personal & Social Services"
SHREE BHAVANI PARCEL SERVICES PRIVATE LIMITED ,22/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
TRIUMPHKEY CONSULTANCY PRIVATE LIMITED  ,22/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
NESARA BIOTECH PRIVATE LIMITED  ,19/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,37200,Manufacturing (Others)
SUPPLY SCIENCE LOGISTICS PRIVATE LIMITED  ,22/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
KRUSHI SWARAJYA FARMERS PRODUCER COMPANY LIMITED ,27/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
ANACCORD WEB WORLD PRIVATE LIMITED  ,22/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,72900,Business Services
DIVINE TOUCH FOUNDATION  ,12/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,80903,"Community, personal & Social Services"
KG GLOBAL UNIQUE LEARNING PRIVATE LIMITED ,12/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,80902,"Community, personal & Social Services"
MATARA AUTOMOBILES PRIVATE LIMITED  ,22/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,80302,"Community, personal & Social Services"
TK GARMENTS STORE (OPC) PRIVATE LIMITED  ,08/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private(One Person Company),Non-govt company,51310,Trading
KRISHNA BALARAM FARMER PRODUCER COMPANY LIMITED ,08/04/21,Apr-21,Assam,RoC-Shillong,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
RAM INDUSTRIES & MILL STORES PRIVATE LIMITED ,15/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,51909,Trading
TEXIMCO ENTERPRISE PRIVATE LIMITED  ,15/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,24299,"Manufacturing (Metals & Chemicals, and products thereof)"
CHAPRA STORE INDIA (OPC) PRIVATE LIMITED  ,22/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
MAHADEV WEB SOLUTIONS PRIVATE LIMITED  ,12/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
HIMACHAL DISTRIBUTORS PRIVATE LIMITED  ,27/04/21,Apr-21,Himachal Pradesh,RoC-HimachalPradesh,Company limited by Shares,Private,Non-govt company,52399,Trading
AXIADO INDIA PRIVATE LIMITED  ,08/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
RAMA RAGHAVA CONSUMABLES PRIVATE LIMITED  ,08/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,52100,Trading
VINSAN HYGIENE CONCEPTS PRIVATE LIMITED  ,20/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,24100,"Manufacturing (Metals & Chemicals, and products thereof)"
PRAVIDEE SERVICES PRIVATE LIMITED  ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,15134,Manufacturing (Food stuffs)
ROYAL & SONS ENGINEERING PRIVATE LIMITED  ,20/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,74999,Business Services
GAAQG WORKS AND SERVICES PRIVATE LIMITED  ,05/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
HARMONIZER DIGITECH PRIVATE LIMITED  ,20/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
TAT EATS HOSPITALITY PRIVATE LIMITED  ,20/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,55202,Trading
RECLAIM THRIFTSHOP (OPC) PRIVATE LIMITED  ,20/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private(One Person Company),Non-govt company,52609,Trading
LIPIGHOR PRIVATE LIMITED  ,15/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,72900,Business Services
LIVE SOLUTION WALE PRIVATE LIMITED  ,12/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,22300,"Manufacturing (Paper & Paper products, Publishing, printingand reproduction of recorded media)"
AAIZOON HEALTHCARE PRIVATE LIMITED  ,05/04/21,Apr-21,Gujarat,RoC-Ahmedabad,Company limited by Shares,Private,Non-govt company,74999,Business Services
VINI LOGISTICS PRIVATE LIMITED  ,12/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
AFFINEO TECH SOLUTIONS PRIVATE LIMITED  ,27/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,72900,Business Services
KOLLANNUR PROPERTIES PRIVATE LIMITED  ,20/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,45202,Construction
CAPITALITE MANAGEMENT SERVICES PRIVATE LIMITED ,20/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
OPEFF INDIA PRIVATE LIMITED  ,20/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,74999,Business Services
TAMBE SPECIALITY CHEMICALS (OPC) PRIVATE LIMITED ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
HARBANS MACHINE TECHNOLOGY PRIVATE LIMITED ,20/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,29100,Manufacturing (Machinery & Equipments)
FARMIYO AGRO PRIVATE LIMITED  ,15/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
NIMAADILAAL KRUSHI VIKAS FARMER PRODUCER COMPANY LIMITED ,20/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,1110,Agriculture and Allied Activities
CSC GIRIDIH DHANWAR JH FARMER PRODUCER COMPANY LIMITED ,12/04/21,Apr-21,Jharkhand,RoC-Jharkhand,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
BOOKEEKART PRIVATE LIMITED  ,12/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,74999,Business Services
OMR MEDICAL SERVICES PRIVATE LIMITED  ,20/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,85190,"Community, personal & Social Services"
STC EXPRESS PRIVATE LIMITED  ,20/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,64200,"Transport, storage and Communications"
SUPERVISION INFOTECH PRIVATE LIMITED  ,08/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,80903,"Community, personal & Social Services"
EVERVENTURE TECHNOLOGIES PRIVATE LIMITED  ,22/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
SBA BALAJI IMPEX PRIVATE LIMITED  ,08/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,33100,Manufacturing (Machinery & Equipments)
KRAH HOLIDAYS PRIVATE LIMITED  ,27/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
SPATIO ZEST PRIVATE LIMITED  ,20/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,74999,Business Services
KAARYA REALCON PRIVATE LIMITED  ,20/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,45309,Construction
DIAL4BIMA IMF PRIVATE LIMITED,20/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,66000,Insurance
MAGNITE FINANCIAL INDIA PRIVATE LIMITED  ,12/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,67190,Finance
AYODHYA AGRI FARMER PRODUCER COMPANY LIMITED ,20/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,1100,Agriculture and Allied Activities
THINKTRANS FOUNDATION  ,12/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
PARKLIFY PRIVATE LIMITED  ,15/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,72200,Business Services
MECH ORTHOPEDICS PRIVATE LIMITED  ,20/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,33110,Manufacturing (Machinery & Equipments)
SHANKHESHWAR PARSHVA INDUSTRY PRIVATE LIMITED ,20/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,27100,"Manufacturing (Metals & Chemicals, and products thereof)"
GRS POWER TOOLS PRIVATE LIMITED  ,22/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,29308,Manufacturing (Machinery & Equipments)
GLOWAR ORGANICS & INNOVATIONS PRIVATE LIMITED ,22/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,17299,Manufacturing (Textiles)
MEDEASE HEALTHCARE PRIVATE LIMITED  ,27/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,24299,"Manufacturing (Metals & Chemicals, and products thereof)"
CHITTHI THREADS PRIVATE LIMITED  ,27/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,18109,Manufacturing (Textiles)
SHREAL MULTI SERVICES PRIVATE LIMITED  ,20/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,85100,"Community, personal & Social Services"
SPURVY FINANCIAL SOLUTIONS LIMITED  ,22/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Public,Non-govt company,65990,Finance
PHULWATI ASHOK BUILDCON PRIVATE LIMITED  ,20/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
PEERU FOOD & NUTRITIONS PRIVATE LIMITED  ,20/04/21,Apr-21,Uttarakhand,RoC-Uttarakhand,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
AUM AGRO ASSOCIATES PRIVATE LIMITED  ,20/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private,Non-govt company,51909,Trading
SATHY BHAIRAVI FARMER PRODUCER COMPANY LIMITED ,20/04/21,Apr-21,Tamil Nadu,RoC-Coimbatore,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
UPLIFTERS PRIVATE LIMITED  ,12/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
VIBHUTI INCUBE VENTURE CAPITAL PRIVATE LIMITED ,20/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,65999,Finance
VIVA FITNESS PRIVATE LIMITED  ,20/04/21,Apr-21,Punjab,RoC-Chandigarh,Company limited by Shares,Private,Non-govt company,36900,Manufacturing (Others)
QBO SERVICES INDIA PRIVATE LIMITED  ,20/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,72200,Business Services
PRABHANJALI FARMER PRODUCER COMPANY LIMITED ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
BIJALI DARVADA FOUNDATION  ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
VMR WAREHOUSING PRIVATE LIMITED  ,22/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
KARYA CONSULTANTS PRIVATE LIMITED  ,22/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
NIMRA TECHNOLOGIES PRIVATE LIMITED  ,22/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,72900,Business Services
QUANT NXT PRIVATE LIMITED  ,20/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
OOK ONLINE SERVICE SOLUTIONS PRIVATE LIMITED ,20/04/21,Apr-21,Assam,RoC-Shillong,Company limited by Shares,Private,Non-govt company,72900,Business Services
REDTHREAD FILMS PRIVATE LIMITED  ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,92490,"Community, personal & Social Services"
APRICUS FACILITY MANAGEMENT AND SERVICES PRIVATE LIMITED ,20/04/21,Apr-21,West Bengal,RoC-Kolkata,Company limited by Shares,Private,Non-govt company,74999,Business Services
BREATHING PLANET FOUNDATION  ,06/04/21,Apr-21,Delhi,RoC-Delhi,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
MICROSHARE TECHNOLOGIES INDIA PRIVATE LIMITED ,08/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Subsidiary of Foreign Company,72900,Business Services
NETWAY VISION AGRO PRIVATE LIMITED  ,28/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Private,Non-govt company,1400,Agriculture and Allied Activities
NBLOCKS PRIVATE LIMITED  ,28/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,64200,"Transport, storage and Communications"
BHARATI BUILDERS INDIA PRIVATE LIMITED  ,06/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,70200,Real Estate and Renting
AIRMONEY SERVICES INDIA PRIVATE LIMITED  ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,74999,Business Services
SUSKAI (OPC) PRIVATE LIMITED  ,06/04/21,Apr-21,Orissa,RoC-Cuttack,Company limited by Shares,Private(One Person Company),Non-govt company,51909,Trading
TPA AUTOMATION PRIVATE LIMITED  ,06/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,31909,Manufacturing (Machinery & Equipments)
HOUSE OF HK PRIVATE LIMITED  ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,36999,Manufacturing (Others)
V-CARE INFOSOLUTIONS PRIVATE LIMITED  ,20/04/21,Apr-21,Rajasthan,RoC-Jaipur,Company limited by Shares,Private,Non-govt company,72900,Business Services
VIVEK RECRUITMENT CONSULTANT PRIVATE LIMITED ,20/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,74999,Business Services
ANIK TECHNOSOFT PRIVATE LIMITED  ,20/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,72900,Business Services
ALLWAYEX LOGISTICS SOLUTIONS PRIVATE LIMITED ,20/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,63030,"Transport, storage and Communications"
COREMECH INSPECTION & ENGINEERING PRIVATE LIMITED ,22/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,74999,Business Services
ONLINE SHAHAR BUSINESS SOLUTIONS PRIVATE LIMITED ,20/04/21,Apr-21,Telangana,RoC-Hyderabad,Company limited by Shares,Private,Non-govt company,72900,Business Services
SUNYATEE PRODUCTS PRIVATE LIMITED  ,20/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
QUATTRO INFRASTRUCTURE AND LEASING PRIVATE LIMITED ,12/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,70109,Real Estate and Renting
IGNITED VERSITY PRIVATE LIMITED  ,12/04/21,Apr-21,Maharashtra,RoC-Mumbai,Company limited by Shares,Private,Non-govt company,80902,"Community, personal & Social Services"
SRI BALAMURUGAN ENTERPRISES PRIVATE LIMITED ,20/04/21,Apr-21,Tamil Nadu,RoC-Chennai,Company limited by Shares,Private,Non-govt company,50400,Trading
JAWAYA AGRO PRIVATE LIMITED  ,06/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,24120,"Manufacturing (Metals & Chemicals, and products thereof)"
NANYATT DATA SOLUTIONS PRIVATE LIMITED  ,20/04/21,Apr-21,Andhra Pradesh,RoC-Vijayawada,Company limited by Shares,Private,Non-govt company,72900,Business Services
KUTUMBAKAM FOOD AND BEVERAGES PRIVATE LIMITED ,28/04/21,Apr-21,Bihar,RoC-Patna,Company limited by Shares,Private,Non-govt company,15400,Manufacturing (Food stuffs)
BEATHAN REPORTS PRIVATE LIMITED  ,06/04/21,Apr-21,Maharashtra,RoC-Pune,Company limited by Shares,Private,Non-govt company,73100,"Community, personal & Social Services"
VARHAA LIGHTING & DECOR PRIVATE LIMITED  ,12/04/21,Apr-21,Haryana,RoC-Delhi,Company limited by Shares,Private,Non-govt company,28999,"Manufacturing (Metals & Chemicals, and products thereof)"
MAXMORE CONFEDERATION  ,12/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,85300,"Community, personal & Social Services"
PENGZAA PRIVATE LIMITED  ,22/04/21,Apr-21,Karnataka,RoC-Bangalore,Company limited by Shares,Private,Non-govt company,15490,Manufacturing (Food stuffs)
RIDEPRO LEARNING PRIVATE LIMITED  ,22/04/21,Apr-21,Madhya Pradesh,RoC-Gwalior,Company limited by Shares,Private,Non-govt company,72200,Business Services
SAHYADHRI COFFEE EXPORTERS PRIVATE LIMITED ,22/04/21,Apr-21,Kerala,RoC-Ernakulam,Company limited by Shares,Private,Non-govt company,51909,Trading
RBS INDUSTRIES LIMITED  ,22/04/21,Apr-21,Uttar Pradesh,RoC-Kanpur,Company limited by Shares,Public,Non-govt company,51909,Trading
